Fighter,Elo,UFC Record,Unbeaten Streak,Last 5 Fights,DelME,DelME1,DelME2,DelME3
Nohelin Hernandez,70.825,0-2-0,0,- 15.4,- 13.8,+ 0.0,+ 0.0,+ 0.0
Quinn Mulhern,70.800,0-2-0,0,- 15.4,- 13.8,+ 0.0,+ 0.0,+ 0.0
Cole Williams,70.800,0-2-0,0,- 16.1,- 13.1,+ 0.0,+ 0.0,+ 0.0
Shayna Baszler,70.777,0-2-0,0,- 14.7,- 14.6,+ 0.0,+ 0.0,+ 0.0
Fernando Bruno,70.761,0-2-0,0,- 13.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Rostem Akman,70.748,0-2-0,0,- 13.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Oliver Enkamp,70.718,0-2-0,0,- 14.7,- 14.6,+ 0.0,+ 0.0,+ 0.0
Yaotzin Meza,70.699,2-4-0,0,- 14.6,- 15.9,+ 16.7,- 16.1,+ 15.2
Sarah Frota,70.648,0-2-0,0,- 14.0,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jamey Simmons,70.620,0-2-0,0,- 16.1,- 13.3,+ 0.0,+ 0.0,+ 0.0
Alex White,70.579,4-6-0,0,- 16.1,+ 16.7,- 13.2,- 14.3,+ 15.7
Vaughan Lee,70.575,3-5-0,0,- 14.7,- 14.7,+ 15.0,- 14.4,+ 16.0
Bobby Hoffman,70.558,0-2-0,0,- 14.4,- 15.0,+ 0.0,+ 0.0,+ 0.0
Jeremy Kimball,70.519,1-3-0,0,- 15.3,- 15.4,+ 16.6,- 15.4,+ 0.0
Stefan Sekulic,70.497,0-2-0,0,- 15.2,- 14.3,+ 0.0,+ 0.0,+ 0.0
Sean Spencer,70.472,3-5-0,0,- 15.3,- 14.1,- 15.3,+ 15.1,- 16.0
Gaetano Pirrello,70.440,0-2-0,0,- 15.2,- 14.3,+ 0.0,+ 0.0,+ 0.0
Mike Grundy,70.388,1-3-0,0,- 15.0,- 16.8,- 15.2,+ 17.4,+ 0.0
Andre Winner,70.336,2-4-0,0,- 16.1,- 15.0,- 15.3,+ 16.0,+ 16.7
Dokonjonosuke Mishima,70.294,0-2-0,0,- 14.5,- 15.2,+ 0.0,+ 0.0,+ 0.0
Austin Arnett,70.291,1-3-0,0,- 15.3,+ 17.5,- 16.0,- 16.0,+ 0.0
Brandon Wolff,70.275,0-2-0,0,- 15.2,- 14.6,+ 0.0,+ 0.0,+ 0.0
Tim Williams,70.258,0-2-0,0,- 14.4,- 15.3,+ 0.0,+ 0.0,+ 0.0
John Allan,70.251,0-2-0,0,- 14.4,- 15.3,+ 0.0,+ 0.0,+ 0.0
Chris Tuchscherer,70.248,1-3-0,0,- 16.1,- 16.1,+ 16.6,- 14.2,+ 0.0
Joey Gambino,70.246,0-2-0,0,- 15.3,- 14.4,+ 0.0,+ 0.0,+ 0.0
TJ Laramie,70.244,0-2-0,0,- 13.1,- 16.7,+ 0.0,+ 0.0,+ 0.0
Mats Nilsson,70.234,0-2-0,0,- 15.3,- 14.5,+ 0.0,+ 0.0,+ 0.0
Joachim Christensen,70.228,1-3-0,0,- 15.3,- 15.2,+ 16.0,- 15.2,+ 0.0
Byron Bloodworth,70.197,0-2-0,0,- 13.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Anton Turkalj,70.187,0-2-0,0,- 15.3,- 14.5,+ 0.0,+ 0.0,+ 0.0
Brandon Jenkins,70.174,0-2-0,0,- 13.0,- 16.8,+ 0.0,+ 0.0,+ 0.0
Elvis Mutapcic,70.173,0-2-1,0,- 16.0,+ 1.5,- 15.3,+ 0.0,+ 0.0
Pete Williams,70.166,3-5-0,0,- 14.5,- 15.2,- 16.8,- 17.5,+ 15.1
Josh Ferguson,70.166,0-2-0,0,- 13.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Andre Gusmao,70.163,0-2-0,0,- 13.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Christophe Leninger,70.163,0-2-0,0,- 13.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Chad Reiner,70.116,0-2-0,0,- 15.3,- 14.6,+ 0.0,+ 0.0,+ 0.0
Teemu Packalen,70.114,1-3-0,0,- 15.3,- 14.6,+ 16.8,- 16.7,+ 0.0
Alexander Munoz,70.110,0-2-0,0,- 14.6,- 15.3,+ 0.0,+ 0.0,+ 0.0
Juancamilo Ronderos,70.108,0-2-0,0,- 15.3,- 14.6,+ 0.0,+ 0.0,+ 0.0
Hannah Goldy,70.088,1-3-0,0,- 14.0,+ 16.7,- 16.7,- 16.0,+ 0.0
Shanna Young,70.087,1-3-0,0,- 14.6,+ 15.5,- 16.0,- 14.8,+ 0.0
Yao Zhikui,70.078,1-3-0,0,- 15.3,- 15.3,+ 16.0,- 15.3,+ 0.0
Mike Rio,70.075,1-3-0,0,- 14.7,- 14.6,- 15.9,+ 15.3,+ 0.0
Cristiano Marcello,70.074,1-3-0,0,- 15.3,- 16.1,+ 17.5,- 16.0,+ 0.0
Josh Clopton,70.040,0-2-0,0,- 14.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Doug Evans,70.037,0-2-0,0,- 16.1,- 13.9,+ 0.0,+ 0.0,+ 0.0
Peter Barrett,70.008,0-2-0,0,- 15.4,- 14.6,+ 0.0,+ 0.0,+ 0.0
Luis Ramos,70.004,0-2-0,0,- 14.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Liudvik Sholinian,69.990,0-2-0,0,- 16.1,- 14.0,+ 0.0,+ 0.0,+ 0.0
Bevon Lewis,69.977,1-3-0,0,- 14.4,+ 16.8,- 16.4,- 16.0,+ 0.0
Talita Bernardo,69.976,1-3-0,0,- 15.3,+ 17.4,- 16.8,- 15.4,+ 0.0
Michael Patt,69.955,0-2-0,0,- 14.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Ryan Couture,69.954,0-2-0,0,- 16.1,- 14.0,+ 0.0,+ 0.0,+ 0.0
Phil Harris,69.933,1-3-0,0,- 16.1,- 14.7,+ 16.0,- 15.3,+ 0.0
Roger Hollett,69.926,0-2-0,0,- 16.7,- 13.3,+ 0.0,+ 0.0,+ 0.0
Alptekin Ozkilic,69.902,1-3-0,0,- 15.3,- 14.7,- 16.8,+ 16.7,+ 0.0
Jay Silva,69.898,0-2-0,0,- 14.2,- 15.9,+ 0.0,+ 0.0,+ 0.0
Dong Hyun Ma,69.820,3-5-0,0,- 15.3,- 14.6,- 16.0,+ 15.2,+ 14.9
Takenori Sato,69.800,0-2-0,0,- 14.6,- 15.6,+ 0.0,+ 0.0,+ 0.0
Mike Guymon,69.783,1-3-0,0,- 15.2,- 15.9,+ 16.9,- 16.0,+ 0.0
Alex Ricci,69.773,0-2-0,0,- 14.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Dan Evensen,69.767,0-2-0,0,- 15.3,- 14.9,+ 0.0,+ 0.0,+ 0.0
Amilcar Alves,69.764,0-2-0,0,- 15.2,- 15.0,+ 0.0,+ 0.0,+ 0.0
Eiji Mitsuoka,69.711,0-2-0,0,- 13.3,- 16.9,+ 0.0,+ 0.0,+ 0.0
Gabriel Silva,69.671,0-2-0,0,- 15.3,- 15.0,+ 0.0,+ 0.0,+ 0.0
Ednaldo Oliveira,69.666,0-2-0,0,- 15.3,- 15.0,+ 0.0,+ 0.0,+ 0.0
Edwin Figueroa,69.638,2-4-0,0,- 13.9,- 14.4,- 16.7,+ 15.3,+ 15.4
Rolando Dy,69.634,1-3-0,0,- 16.0,+ 17.5,- 15.4,- 16.4,+ 0.0
Willie Gates,69.633,1-3-0,0,- 16.1,- 15.2,+ 15.3,- 14.4,+ 0.0
Matt Sayles,69.629,1-3-0,0,- 15.2,- 14.5,+ 16.1,- 16.7,+ 0.0
Shane del Rosario,69.581,0-2-0,0,- 15.9,- 14.5,+ 0.0,+ 0.0,+ 0.0
Brock Jardine,69.579,0-2-0,0,- 16.6,- 13.8,+ 0.0,+ 0.0,+ 0.0
Paul Bradley,69.572,0-2-0,0,- 13.6,- 16.8,+ 0.0,+ 0.0,+ 0.0
Matt Dwyer,69.558,1-3-0,0,- 15.3,- 15.2,+ 16.1,- 16.0,+ 0.0
Devin Powell,69.558,1-3-0,0,- 15.3,+ 16.7,- 15.8,- 16.0,+ 0.0
Te Edwards,69.552,0-2-0,0,- 14.4,- 16.0,+ 0.0,+ 0.0,+ 0.0
Steve Lopez,69.544,0-2-0,0,- 16.0,- 14.4,+ 0.0,+ 0.0,+ 0.0
Jason Tan,69.530,0-2-0,0,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Kazuhiro Nakamura,69.529,0-2-0,0,- 16.0,- 14.5,+ 0.0,+ 0.0,+ 0.0
Ramiro Hernandez,69.525,0-2-0,0,- 14.6,- 15.9,+ 0.0,+ 0.0,+ 0.0
Chris Heatherly,69.515,0-2-0,0,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Gilbert Aldana,69.508,0-2-0,0,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Wagner Silva,69.503,0-2-0,0,- 14.5,- 16.0,+ 0.0,+ 0.0,+ 0.0
Tim Gorman,69.499,0-2-0,0,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Paul Redmond,69.494,0-2-0,0,- 15.2,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jordan Radev,69.491,0-2-0,0,- 14.5,- 16.0,+ 0.0,+ 0.0,+ 0.0
Anthony Birchak,69.487,2-4-0,0,- 15.2,- 16.8,+ 15.9,- 13.9,+ 16.2
Jesse Strader,69.482,0-2-0,0,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Karlos Vemola,69.475,2-4-0,0,- 16.1,- 14.5,+ 15.5,- 16.0,+ 15.2
Kevin Jordan,69.472,0-2-0,0,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Azamat Gashimov,69.471,0-2-0,0,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Ryan Thomas,69.470,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jessica Rakoczy,69.470,0-2-0,0,- 14.5,- 16.0,+ 0.0,+ 0.0,+ 0.0
Steve Berger,69.470,0-2-0,0,- 14.5,- 16.0,+ 0.0,+ 0.0,+ 0.0
William Macario,69.468,1-3-0,0,- 16.1,- 13.8,+ 15.3,- 16.0,+ 0.0
Denis Stojnic,69.468,0-2-0,0,- 16.0,- 14.5,+ 0.0,+ 0.0,+ 0.0
Steve Montgomery,69.443,0-2-0,0,- 14.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Yusuke Kasuya,69.440,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Larissa Pacheco,69.440,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Lukasz Brzeski,69.439,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Pearl Gonzalez,69.439,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Valeri Ignatov,69.439,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Fabiano Scherner,69.437,0-2-0,0,- 14.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Lauren Mueller,69.436,1-3-0,0,- 14.5,- 15.3,- 17.5,+ 16.7,+ 0.0
Hector Ramirez,69.432,0-2-0,0,- 13.9,- 16.7,+ 0.0,+ 0.0,+ 0.0
Joey Gomez,69.429,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Louis Cosce,69.428,0-2-0,0,- 14.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Roman Salazar,69.427,0-2-0,0,- 16.1,- 14.5,+ 0.0,+ 0.0,+ 0.0
Anthony Christodoulou,69.409,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Harry Moskowitz,69.405,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Joao Zeferino,69.399,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Lando Vannata,69.397,4-7-2,0,- 16.1,- 15.9,+ 16.8,- 14.9,+ 18.0
Edward Faaloloto,69.387,0-2-0,0,- 13.9,- 16.7,+ 0.0,+ 0.0,+ 0.0
Patrick Williams,69.385,1-3-0,0,- 16.0,- 16.1,+ 17.5,- 16.0,+ 0.0
Jose Maria,69.381,0-2-0,0,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Horacio Gutierrez,69.381,0-2-0,0,- 14.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Colton Smith,69.379,1-3-0,0,- 15.3,- 15.3,- 16.0,+ 16.0,+ 0.0
John Halverson,69.377,0-2-0,0,- 15.4,- 15.3,+ 0.0,+ 0.0,+ 0.0
Enrique Marin,69.372,0-2-0,0,- 14.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Shane Young,69.371,2-4-0,0,- 15.3,- 15.2,- 16.8,+ 15.3,+ 16.0
Alex Soto,69.366,0-2-0,0,- 16.1,- 14.5,+ 0.0,+ 0.0,+ 0.0
Luan Lacerda,69.361,0-2-0,0,- 16.1,- 14.5,+ 0.0,+ 0.0,+ 0.0
Gasan Umalatov,69.357,1-3-0,0,- 15.3,- 15.3,+ 16.7,- 16.7,+ 0.0
Bruno Souza,69.351,0-2-0,0,- 15.4,- 15.3,+ 0.0,+ 0.0,+ 0.0
Yosdenis Cedeno,69.339,1-3-0,0,- 16.1,- 15.3,+ 16.7,- 16.0,+ 0.0
Yasuhiro Urushitani,69.335,0-2-0,0,- 16.1,- 14.6,+ 0.0,+ 0.0,+ 0.0
Kris Moutinho,69.334,0-2-0,0,- 17.4,- 13.3,+ 0.0,+ 0.0,+ 0.0
Alessio Sakara,69.332,6-8-0,0,- 15.3,- 18.1,- 15.4,- 17.6,+ 15.4
Jorge Lopez,69.320,0-2-0,0,- 13.9,- 16.7,+ 0.0,+ 0.0,+ 0.0
Michel Quinones,69.315,0-2-0,0,- 14.7,- 16.0,+ 0.0,+ 0.0,+ 0.0
Collin Anglin,69.314,0-2-0,0,- 14.7,- 16.0,+ 0.0,+ 0.0,+ 0.0
Jessin Ayari,69.310,1-3-0,0,- 15.9,- 14.8,- 16.0,+ 16.0,+ 0.0
Ricky Rainey,69.308,0-2-0,0,- 14.0,- 16.7,+ 0.0,+ 0.0,+ 0.0
Pat Audinwood,69.305,0-2-0,0,- 15.3,- 15.4,+ 0.0,+ 0.0,+ 0.0
Matt Bessette,69.301,0-2-0,0,- 16.1,- 14.6,+ 0.0,+ 0.0,+ 0.0
Steven Peterson,69.290,3-5-0,0,- 16.1,- 16.4,+ 17.3,+ 16.7,- 15.6
KB Bhullar,69.280,0-2-0,0,- 16.1,- 14.7,+ 0.0,+ 0.0,+ 0.0
Kyle Prepolec,69.272,0-2-0,0,- 16.0,- 14.7,+ 0.0,+ 0.0,+ 0.0
Scott Askham,69.266,2-4-0,0,- 16.0,- 16.1,+ 16.0,- 15.4,+ 15.9
Richard Walsh,69.246,2-4-0,0,- 16.0,- 15.4,+ 15.9,- 16.0,- 15.3
Richardson Moreira,69.239,0-2-0,0,- 14.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Mike Breeden,69.186,0-2-0,0,- 16.1,- 14.7,+ 0.0,+ 0.0,+ 0.0
Damian Stasiak,69.181,2-4-0,0,- 15.3,- 15.9,- 15.7,+ 16.0,+ 16.8
Kyle Bradley,69.151,1-3-0,0,- 15.8,+ 16.7,- 13.6,- 18.1,+ 0.0
Ashlee Evans-Smith,69.135,3-5-0,0,- 16.1,- 15.3,+ 15.3,- 16.1,- 16.1
Jason Godsey,69.099,0-2-0,0,- 15.0,- 15.9,+ 0.0,+ 0.0,+ 0.0
Guto Inocente,69.061,0-2-0,0,- 15.7,- 15.3,+ 0.0,+ 0.0,+ 0.0
Tom Niinimaki,69.054,1-3-0,0,- 15.3,- 16.8,- 16.8,+ 17.9,+ 0.0
Travis Wiuff,69.052,0-2-0,0,- 15.1,- 15.9,+ 0.0,+ 0.0,+ 0.0
Julio Paulino,69.045,0-2-0,0,- 15.2,- 15.7,+ 0.0,+ 0.0,+ 0.0
Joseph Gigliotti,69.041,0-2-0,0,- 15.3,- 15.7,+ 0.0,+ 0.0,+ 0.0
Domingo Pilarte,69.034,0-2-0,0,- 14.2,- 16.7,+ 0.0,+ 0.0,+ 0.0
Anthony Ivy,69.027,0-2-0,0,- 15.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Danny Downes,69.015,0-2-0,0,- 16.0,- 14.9,+ 0.0,+ 0.0,+ 0.0
Zarrukh Adashev,69.011,1-3-0,0,- 15.3,+ 16.2,- 14.5,- 17.3,+ 0.0
Jason Young,68.991,1-3-0,0,- 14.5,+ 16.8,- 18.0,- 15.3,+ 0.0
Rob Wilkinson,68.974,0-2-0,0,- 15.3,- 15.8,+ 0.0,+ 0.0,+ 0.0
Jack May,68.950,0-2-0,0,- 15.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Cody Brundage,68.933,2-4-0,0,- 16.1,- 15.5,- 15.3,+ 15.3,+ 16.6
Juan Manuel Puig,68.912,0-2-0,0,- 15.3,- 15.8,+ 0.0,+ 0.0,+ 0.0
Brian Houston,68.901,0-2-0,0,- 15.9,- 15.2,+ 0.0,+ 0.0,+ 0.0
Alexandre Dantas,68.898,0-2-0,0,- 15.1,- 16.0,+ 0.0,+ 0.0,+ 0.0
Mike Stumpf,68.884,0-2-0,0,- 15.2,- 15.9,+ 0.0,+ 0.0,+ 0.0
AJ Dobson,68.858,0-2-0,0,- 15.2,- 15.9,+ 0.0,+ 0.0,+ 0.0
CJ Keith,68.825,0-2-0,0,- 15.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Tor Troeng,68.818,1-3-0,0,- 15.3,- 16.5,- 15.3,+ 16.0,+ 0.0
Matt Horwich,68.812,0-2-0,0,- 16.0,- 15.2,+ 0.0,+ 0.0,+ 0.0
Thomas Gifford,68.799,0-2-0,0,- 15.9,- 15.3,+ 0.0,+ 0.0,+ 0.0
Edilberto de Oliveira,68.796,0-2-0,0,- 15.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Kazuki Tokudome,68.795,1-3-0,0,- 15.3,- 16.0,- 16.0,+ 16.1,+ 0.0
Jeff Cox,68.794,0-2-0,0,- 15.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Andreas Stahl,68.793,0-2-0,0,- 15.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Saimon Oliveira,68.793,0-2-0,0,- 15.3,- 15.9,+ 0.0,+ 0.0,+ 0.0
Andreas Michailidis,68.793,1-3-0,0,- 15.3,- 16.0,+ 16.1,- 16.0,+ 0.0
Blood Diamond,68.782,0-2-0,0,- 16.1,- 15.1,+ 0.0,+ 0.0,+ 0.0
Chris Dempsey,68.781,1-3-0,0,- 16.0,- 16.0,+ 16.7,- 15.9,+ 0.0
Rashad Coulter,68.778,1-3-0,1,+ 17.5,- 16.0,- 15.2,- 17.5,+ 0.0
Jeremy Jackson,68.774,0-2-0,0,- 15.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Townsend Saunders,68.770,0-2-0,0,- 15.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Jin Soo Son,68.766,0-2-0,0,- 16.0,- 15.3,+ 0.0,+ 0.0,+ 0.0
Danny Mitchell,68.764,0-2-0,0,- 16.0,- 15.2,+ 0.0,+ 0.0,+ 0.0
Oli Thompson,68.739,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Aalon Cruz,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Carls John De Tomas,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Charlie Ward,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Alexis Dufresne,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Alan Omer,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Luiz Dutra,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Julie Kedzie,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Sheila Gaff,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Bristol Marunde,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
John Cofer,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Dan Stittgen,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Joseph Sandoval,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Mike Lullo,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Brad Morris,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Joe Veres,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Sammy Morgan,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Curtis Stout,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Royce Alger,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Moti Horenstein,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Larry Cureton,68.736,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Trent Jenkins,68.735,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
JC Cottrell,68.734,0-2-0,0,- 16.1,- 15.2,+ 0.0,+ 0.0,+ 0.0
Jordan Espinosa,68.731,2-4-0,0,- 17.0,- 15.3,+ 15.2,- 13.8,- 15.7
Cody Pfister,68.731,1-3-0,0,- 15.4,- 15.2,+ 16.1,- 16.7,+ 0.0
Mark Eddiva,68.719,1-3-0,0,- 15.3,- 16.0,- 16.0,+ 16.0,+ 0.0
Ben Wall,68.715,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Christian Colombo,68.714,0-2-1,0,- 15.3,- 16.0,- 0.1,+ 0.0,+ 0.0
Justin Jones,68.711,0-2-0,0,- 16.0,- 15.3,+ 0.0,+ 0.0,+ 0.0
Chris de la Rocha,68.708,1-3-0,0,- 15.3,+ 16.0,- 15.2,- 16.8,+ 0.0
Marcin Bandel,68.705,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Ansar Chalangov,68.704,0-2-0,0,- 14.6,- 16.7,+ 0.0,+ 0.0,+ 0.0
Tateki Matsuda,68.703,0-2-0,0,- 16.0,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jason Black,68.702,0-2-0,0,- 16.0,- 15.3,+ 0.0,+ 0.0,+ 0.0
Ericka Almeida,68.701,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Damien Brown,68.688,2-4-0,0,- 15.2,- 16.7,- 16.0,+ 15.9,+ 16.0
Gadzhi Omargadzhiev,68.683,0-2-0,0,- 15.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Luis Henrique,68.679,2-4-0,0,- 15.3,- 16.0,- 16.8,+ 16.0,+ 16.7
Anna Elmose,68.670,0-2-0,0,- 16.0,- 15.3,+ 0.0,+ 0.0,+ 0.0
Brendan O'Reilly,68.641,1-3-0,0,- 16.8,- 15.3,+ 16.0,- 15.3,+ 0.0
Josh Shockley,68.639,0-2-0,0,- 15.4,- 16.0,+ 0.0,+ 0.0,+ 0.0
Konstantin Erokhin,68.621,0-2-0,0,- 14.6,- 16.7,+ 0.0,+ 0.0,+ 0.0
Tommy Speer,68.609,0-2-0,0,- 15.4,- 16.0,+ 0.0,+ 0.0,+ 0.0
Victor Valimaki,68.595,0-2-0,0,- 16.1,- 15.3,+ 0.0,+ 0.0,+ 0.0
Josh Sampo,68.584,1-3-0,0,- 15.4,- 16.0,- 16.0,+ 16.0,+ 0.0
Alexander Yakovlev,68.575,3-6-0,0,- 14.4,- 15.2,+ 16.9,- 14.4,- 15.0
Humberto Bandenay,68.550,1-3-0,0,- 15.3,- 17.5,- 15.4,+ 16.7,+ 0.0
Laureano Staropoli,68.534,2-4-0,0,- 16.8,- 15.4,- 15.7,- 16.6,+ 17.7
Keita Nakamura,68.518,4-7-0,0,- 15.8,+ 16.8,- 14.8,+ 19.1,- 14.9
Jonavin Webb,68.504,0-2-0,0,- 16.0,- 15.5,+ 0.0,+ 0.0,+ 0.0
Sarah Alpar,68.502,0-2-0,0,- 15.3,- 16.2,+ 0.0,+ 0.0,+ 0.0
Nick Fiore,68.497,0-2-0,0,- 15.5,- 16.0,+ 0.0,+ 0.0,+ 0.0
Tim Lajcik,68.462,0-2-1,0,- 15.3,- 1.0,- 15.3,+ 0.0,+ 0.0
Houston Alexander,68.458,2-4-0,0,- 15.3,- 16.7,- 16.7,- 16.1,+ 15.1
Joe Brammer,68.407,0-2-0,0,- 16.4,- 15.2,+ 0.0,+ 0.0,+ 0.0
Ashkan Mokhtarian,68.386,0-2-0,0,- 15.8,- 15.9,+ 0.0,+ 0.0,+ 0.0
Brodie Farber,68.385,0-2-0,0,- 15.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Carlton Minus,68.374,0-2-0,0,- 15.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Silvana Gomez Juarez,68.324,1-3-0,0,- 15.7,+ 16.7,- 15.9,- 16.8,+ 0.0
Tommy Hayden,68.318,0-2-0,0,- 15.2,- 16.5,+ 0.0,+ 0.0,+ 0.0
Shana Dobson,68.303,2-4-0,0,- 15.2,+ 18.3,- 17.3,- 16.7,- 16.7
Cody Gibson,68.293,1-3-0,0,- 16.0,- 17.1,+ 17.4,- 16.0,+ 0.0
Nick Penner,68.292,0-2-0,0,- 15.2,- 16.5,+ 0.0,+ 0.0,+ 0.0
Roger Bowling,68.280,0-2-0,0,- 15.2,- 16.6,+ 0.0,+ 0.0,+ 0.0
Cameron VanCamp,68.246,0-2-0,0,- 15.9,- 15.9,+ 0.0,+ 0.0,+ 0.0
Dakota Bush,68.194,0-2-0,0,- 15.2,- 16.6,+ 0.0,+ 0.0,+ 0.0
Reuben Duran,68.148,1-3-0,0,- 17.3,- 15.3,+ 16.7,- 16.0,+ 0.0
Denys Bondar,68.127,0-2-0,0,- 15.3,- 16.6,+ 0.0,+ 0.0,+ 0.0
Evan Elder,68.125,0-2-0,0,- 15.2,- 16.6,+ 0.0,+ 0.0,+ 0.0
Hernani Perpetuo,68.116,0-2-0,0,- 16.0,- 15.9,+ 0.0,+ 0.0,+ 0.0
Victor Rodriguez,68.100,0-2-0,0,- 15.9,- 16.0,+ 0.0,+ 0.0,+ 0.0
Pat Schilling,68.100,0-2-0,0,- 15.9,- 16.0,+ 0.0,+ 0.0,+ 0.0
Dashon Johnson,68.097,0-2-0,0,- 15.9,- 16.0,+ 0.0,+ 0.0,+ 0.0
Rob Yundt,68.087,0-2-0,0,- 15.2,- 16.7,+ 0.0,+ 0.0,+ 0.0
Zhang Tiequan,68.076,1-3-0,0,- 15.2,- 16.0,- 16.1,+ 15.3,+ 0.0
David Dodd,68.072,0-2-0,0,- 15.2,- 16.7,+ 0.0,+ 0.0,+ 0.0
Dileno Lopes,68.072,0-2-0,0,- 15.9,- 16.0,+ 0.0,+ 0.0,+ 0.0
